baseline_model_label,compare_model_label,axis,factor,scenario_label,n,gain_mean_return_mean,gain_mean_return_ci95,gain_median_return_mean,gain_median_return_ci95,gain_iqm_return_mean,gain_iqm_return_ci95
vanilla,a2p20,action_noise,0.0,action_noise_0,5,0.0,0.0,0.0,0.0,0.0,0.0
vanilla,a2p20,action_noise,0.05,action_noise_0p05,5,163.3623073619912,460.7058967572652,207.64488102591682,452.8163630489527,203.49870453432374,457.5396348823121
vanilla,a2p20,action_noise,0.1,action_noise_0p1,5,117.70048744793431,484.6433804439609,213.98535175205188,434.6104636553941,205.2548107385494,443.93916447318514
vanilla,a2p20,action_noise,0.15,action_noise_0p15,5,134.37978885417834,572.3440862458923,221.26125404184285,465.06750459769097,192.8746212766336,487.3968026748826
vanilla,a2p20,action_noise,0.2,action_noise_0p2,5,78.77231825379985,616.9244401589614,171.22019144815886,505.33111534384796,137.55610621809745,548.2762857013547
vanilla,a2p20,action_noise,0.25,action_noise_0p25,5,35.449178432011195,699.7651721662446,101.88669408369711,589.0163758662255,55.23585203016819,657.9809603610368
vanilla,a2p20,action_noise,0.3,action_noise_0p3,5,127.35452145071508,677.2678747494668,158.88185078558618,558.6292788478127,163.27361133323998,602.2425842473722
vanilla,a2p20,action_noise,0.35,action_noise_0p35,5,34.919763337063344,947.5449738753614,-14.155758646723234,866.9884995872114,-25.778300077530822,973.1847497650491
vanilla,a2p20,action_noise,0.4,action_noise_0p4,5,41.77344909920148,923.5362311266571,-59.53392143681835,974.8133027659796,-39.75873619809231,976.7468835401266
vanilla,a2p20,action_noise,0.45,action_noise_0p45,5,-9.109388017341917,1065.6716647808144,-99.78726461758579,1217.5398846707078,-58.19007079534272,1149.1236228000473
vanilla,a2p20,action_noise,0.5,action_noise_0p5,5,9.96635330890408,1176.5798467279103,-58.42352538263053,1246.6174248144753,-20.718299091596236,1223.2227742520113
vanilla,a2p20,action_noise_bernoulli,0.0,action_noise_bernoulli_0,5,0.0,0.0,0.0,0.0,0.0,0.0
vanilla,a2p20,action_noise_bernoulli,0.05,action_noise_bernoulli_0p05,5,125.95386039017134,783.3999932222995,86.06742354524059,838.1562525549541,82.19025315104614,857.8628833007134
vanilla,a2p20,action_noise_bernoulli,0.1,action_noise_bernoulli_0p1,5,196.18163277833688,1218.0836255863585,136.00889987888428,1332.514245822938,146.80636934040626,1320.1705435797908
vanilla,a2p20,action_noise_bernoulli,0.15,action_noise_bernoulli_0p15,5,210.61475009381442,1314.6714873873166,149.6944881786099,1487.8025697332253,156.76760145319776,1460.335125071069
vanilla,a2p20,action_noise_bernoulli,0.2,action_noise_bernoulli_0p2,5,185.48322639389897,1403.1539190597343,177.0940998478922,1562.7066807057597,168.29224453367812,1551.450303183535
vanilla,a2p20,action_noise_bernoulli,0.25,action_noise_bernoulli_0p25,5,225.00825291076475,1406.051874442975,198.67123876688999,1526.5484758184584,208.04818257042015,1534.8653814855663
vanilla,a2p20,action_noise_bernoulli,0.3,action_noise_bernoulli_0p3,5,228.6680451417416,1416.966702737432,207.3143010060689,1515.1148158839715,215.66314468515506,1531.8530117895978
vanilla,a2p20,action_noise_bernoulli,0.35,action_noise_bernoulli_0p35,5,217.25805669835935,1382.083410717083,195.2211645849,1483.5334516018127,202.05425507919327,1486.4157878894653
vanilla,a2p20,action_noise_bernoulli,0.4,action_noise_bernoulli_0p4,5,221.52931916667785,1411.896155573634,216.92803845334043,1509.4096362854268,215.58005161874797,1507.9359921084765
vanilla,a2p20,action_noise_bernoulli,0.45,action_noise_bernoulli_0p45,5,210.6568624247589,1369.0848708838832,185.77591789558068,1461.259677080637,193.90410258025668,1467.6473849603544
vanilla,a2p20,action_noise_bernoulli,0.5,action_noise_bernoulli_0p5,5,247.99028633540053,1370.2934923719315,211.8559569442056,1460.8418246603405,223.11630392668025,1464.1196182576593
vanilla,a2p20,state_noise,0.0,state_noise_0,5,0.0,0.0,0.0,0.0,0.0,0.0
vanilla,a2p20,state_noise,0.05,state_noise_0p05,5,197.56510636208054,472.76662177149086,228.5202077942801,537.8342117522704,215.9899740031904,540.5737819347969
vanilla,a2p20,state_noise,0.1,state_noise_0p1,5,196.92915379346368,536.6340255522133,181.63138977297007,572.775413488861,144.39056199900614,606.3428554488218
vanilla,a2p20,state_noise,0.15,state_noise_0p15,5,291.7338261623644,617.5182308557073,195.52918839690642,624.6788389309844,187.35792678691504,658.6390811299324
vanilla,a2p20,state_noise,0.2,state_noise_0p2,5,123.96546101685848,771.3715077538899,37.385422667864304,897.5163518952029,26.66826308427244,905.5943220979128
